연도,역명,승차총승객수,하차총승객수,총이용량
2024,시청,27790,26659,54449
2024,신당,14592,15067,29659
2024,상왕십리,14519,14285,28804
2024,왕십리,14641,13495,28136
2024,한양대,7993,8476,16469
2024,성수,44079,47709,91788
2024,건대입구,34244,35941,70185
2024,구의,25322,24826,50148
2024,잠실나루,15771,15251,31022
2024,잠실,84413,83897,168310
2024,삼성,56454,57514,113968
2024,강남,84740,83047,167787
2024,교대,31311,36907,68218
2024,방배,15131,15587,30718
2024,사당,38652,41778,80430
2024,봉천,24460,23276,47736
2024,신림,54659,53019,107678
2024,신대방,25437,24638,50075
2024,구로디지털단지,59117,58853,117970
2024,대림,23809,24139,47948
2024,신도림,48916,47168,96084
2024,문래,24204,24673,48877
2024,영등포구청,22932,23388,46320
2024,당산,17691,20780,38471
2024,합정,30625,32676,63301
2024,홍대입구,69854,74098,143952
2024,이대,14773,16280,31053
2024,아현,10481,9900,20381
2024,충정로,10455,11020,21475
2024,용답,2855,2790,5645
2024,신설동,3146,3173,6319
2024,양천구청,6566,7067,13633
2024,용두,2543,2625,5168
2024,시청,30262,28786,59048
2024,신당,15132,16173,31305
2024,상왕십리,14695,14712,29407
2024,왕십리,15398,14163,29561
2024,한양대,8373,8813,17186
2024,성수,46080,50267,96347
2024,건대입구,34886,36986,71872
2024,구의,26303,25558,51861
2024,잠실나루,16068,15495,31563
2024,잠실,91286,89591,180877
2024,삼성,59225,59946,119171
2024,강남,87843,85562,173405
2024,교대,32452,37988,70440
2024,방배,15790,16272,32062
2024,사당,40829,44413,85242
2024,봉천,25293,23829,49122
2024,신림,56151,54362,110513
2024,신대방,25977,25063,51040
2024,구로디지털단지,60521,60540,121061
2024,대림,24216,24498,48714
2024,신도림,51513,50509,102022
2024,문래,24669,25459,50128
2024,영등포구청,23267,23887,47154
2024,당산,18315,21320,39635
2024,합정,33654,35605,69259
2024,홍대입구,71546,76525,148071
2024,이대,15162,16661,31823
2024,아현,10891,10162,21053
2024,충정로,10966,11322,22288
2024,용답,2876,2836,5712
2024,신설동,3412,3242,6654
2024,양천구청,6787,7215,14002
2024,용두,2609,2680,5289
2024,시청,30336,28756,59092
2024,신당,15396,16213,31609
2024,상왕십리,14963,14729,29692
2024,왕십리,15697,14656,30353
2024,한양대,8297,8715,17012
2024,성수,45142,49117,94259
2024,건대입구,35854,38020,73874
2024,구의,26152,25447,51599
2024,잠실나루,16126,15383,31509
2024,잠실,93113,91472,184585
2024,삼성,65224,65597,130821
2024,강남,86727,84399,171126
2024,교대,31765,37513,69278
2024,방배,15810,16285,32095
2024,사당,41366,45287,86653
2024,봉천,25429,23666,49095
2024,신림,58000,55739,113739
2024,신대방,25683,25094,50777
2024,구로디지털단지,60974,60532,121506
2024,대림,24175,24509,48684
2024,신도림,52757,52064,104821
2024,문래,24459,25139,49598
2024,영등포구청,23356,24179,47535
2024,당산,18769,21703,40472
2024,합정,33908,36726,70634
2024,홍대입구,74348,79424,153772
2024,이대,15040,16689,31729
2024,아현,10969,10245,21214
2024,충정로,11081,11488,22569
2024,용답,2909,2811,5720
2024,신설동,3333,3309,6642
2024,양천구청,6724,7129,13853
2024,용두,2596,2620,5216
2024,봉천,24566,23000,47566
2024,신림,56570,54496,111066
2024,신대방,25469,24317,49786
2024,구로디지털단지,59307,58730,118037
2024,대림,23873,24102,47975
2024,신도림,51546,50082,101628
2024,문래,23777,24293,48070
2024,영등포구청,22678,23288,45966
2024,당산,18029,20740,38769
2024,합정,32862,35523,68385
2024,홍대입구,73500,78536,152036
2024,이대,14892,16398,31290
2024,아현,10686,9946,20632
2024,충정로,10637,11070,21707
2024,용답,2826,2711,5537
2024,신설동,3191,3112,6303
2024,양천구청,6644,6875,13519
2024,용두,2457,2529,4986
2024,사당,41172,44729,85901
2024,시청,29486,28043,57529
2024,신당,15002,15617,30619
2024,상왕십리,14566,14242,28808
2024,왕십리,15304,14087,29391
2024,한양대,8180,8712,16892
2024,성수,45092,48977,94069
2024,건대입구,34963,36836,71799
2024,구의,25688,24896,50584
2024,잠실나루,15713,14870,30583
2024,잠실,93824,92746,186570
2024,삼성,63294,63993,127287
2024,강남,87405,84944,172349
2024,교대,31142,36473,67615
2024,방배,14752,15200,29952
2024,용두,2583,2560,5143
2024,양천구청,6556,6698,13254
2024,신설동,3707,3473,7180
2024,용답,2784,2697,5481
2024,충정로,10271,10728,20999
2024,아현,10758,9814,20572
2024,이대,15563,16768,32331
2024,홍대입구,77492,84736,162228
2024,합정,33969,37878,71847
2024,당산,17964,20554,38518
2024,영등포구청,22338,23235,45573
2024,문래,23379,24380,47759
2024,신도림,51176,50148,101324
2024,대림,23633,24047,47680
2024,구로디지털단지,58760,58032,116792
2024,신대방,25624,24032,49656
2024,신림,56834,54378,111212
2024,봉천,24485,22266,46751
2024,사당,40997,45199,86196
2024,방배,14956,15167,30123
2024,교대,30514,36133,66647
2024,강남,88812,88068,176880
2024,삼성,63773,63302,127075
2024,잠실,91696,90167,181863
2024,잠실나루,15213,14566,29779
2024,구의,25408,24184,49592
2024,건대입구,36396,39673,76069
2024,성수,43891,48014,91905
2024,한양대,7961,8131,16092
2024,왕십리,15608,14768,30376
2024,상왕십리,14380,14013,28393
2024,신당,15135,15813,30948
2024,시청,28878,27170,56048
2024,용두,1688,1606,3294
2024,양천구청,4090,4078,8168
2024,신설동,3265,3051,6316
2024,용답,2033,1854,3887
2024,충정로,4586,4833,9419
2024,아현,7422,6744,14166
2024,이대,11075,11394,22469
2024,홍대입구,80089,89590,169679
2024,합정,27937,33169,61106
2024,당산,10554,11610,22164
2024,영등포구청,11932,12244,24176
2024,문래,11337,12187,23524
2024,신도림,39115,39133,78248
2024,대림,17414,18165,35579
2024,구로디지털단지,34188,33368,67556
2024,신대방,19073,17649,36722
2024,신림,43542,41046,84588
2024,봉천,17096,15548,32644
2024,사당,30322,33601,63923
2024,방배,9070,9098,18168
2024,교대,14554,17734,32288
2024,강남,56354,55646,112000
2024,삼성,38907,37711,76618
2024,잠실,74374,72547,146921
2024,잠실나루,7568,7272,14840
2024,구의,17054,16088,33142
2024,건대입구,31173,34216,65389
2024,성수,27405,31221,58626
2024,한양대,4395,4286,8681
2024,왕십리,11902,11286,23188
2024,상왕십리,9557,9007,18564
2024,신당,10979,11795,22774
2024,시청,12480,10225,22705
2024,용두,1173,1205,2378
2024,양천구청,3040,3191,6231
2024,신설동,2905,2833,5738
2024,용답,1677,1571,3248
2024,충정로,3516,3792,7308
2024,아현,5262,5165,10427
2024,이대,8093,8977,17070
2024,홍대입구,61262,62586,123848
2024,합정,19992,21044,41036
2024,당산,7512,8060,15572
2024,영등포구청,8207,8421,16628
2024,문래,8015,8331,16346
2024,신도림,27353,27508,54861
2024,대림,14615,15409,30024
2024,구로디지털단지,24681,24203,48884
2024,신대방,14795,14538,29333
2024,신림,33177,32678,65855
2024,봉천,12461,12217,24678
2024,사당,21587,23611,45198
2024,방배,6545,6775,13320
2024,교대,9367,11257,20624
2024,강남,32124,31170,63294
2024,삼성,26336,25126,51462
2024,잠실,58072,55579,113651
2024,잠실나루,5136,5299,10435
2024,구의,11621,11663,23284
2024,건대입구,24233,25589,49822
2024,성수,20947,23124,44071
2024,한양대,2755,2979,5734
2024,왕십리,8626,8237,16863
2024,상왕십리,6816,6913,13729
2024,신당,8014,8695,16709
2024,시청,8309,6444,14753
2024,용두,2314,2471,4785
2024,양천구청,6514,7029,13543
2024,신설동,3341,3205,6546
2024,용답,2683,2714,5397
2024,충정로,10306,10656,20962
2024,아현,10351,9758,20109
2024,이대,14484,15943,30427
2024,홍대입구,65441,69160,134601
2024,합정,29757,31429,61186
2024,당산,17099,20057,37156
2024,영등포구청,22511,23004,45515
2024,문래,23618,24272,47890
2024,신도림,47649,45667,93316
2024,대림,23923,24274,48197
2024,구로디지털단지,57938,57673,115611
2024,신대방,24543,23663,48206
2024,신림,53508,52124,105632
2024,봉천,24212,23177,47389
2024,사당,37272,40237,77509
2024,방배,14885,15272,30157
2024,교대,30689,35926,66615
2024,강남,84289,82269,166558
2024,삼성,53112,54068,107180
2024,잠실,78818,78579,157397
2024,잠실나루,15200,14695,29895
2024,구의,24306,23851,48157
2024,건대입구,32604,34262,66866
2024,성수,41264,44450,85714
2024,한양대,8335,9027,17362
2024,왕십리,14109,12952,27061
2024,상왕십리,13876,13871,27747
2024,신당,13249,13705,26954
2024,시청,27166,25888,53054
2024,시청,28341,27257,55598
2024,신당,13882,14474,28356
2024,상왕십리,14405,14197,28602
2024,왕십리,14813,13374,28187
2024,한양대,8727,9358,18085
2024,성수,43095,46784,89879
2024,건대입구,33534,35212,68746
2024,구의,25639,24913,50552
2024,잠실나루,16106,15496,31602
2024,잠실,83258,81743,165001
2024,삼성,57685,58804,116489
2024,강남,87040,85144,172184
2024,교대,32063,37442,69505
2024,방배,15688,16337,32025
2024,사당,39123,42304,81427
2024,봉천,24537,23179,47716
2024,신림,55199,53409,108608
2024,신대방,25357,24480,49837
2024,구로디지털단지,59868,59538,119406
2024,대림,23836,24327,48163
2024,신도림,50731,49166,99897
2024,문래,23968,24530,48498
2024,영등포구청,23419,23857,47276
2024,당산,17883,20948,38831
2024,합정,31337,33159,64496
2024,홍대입구,66241,70672,136913
2024,이대,15254,16825,32079
2024,아현,10695,9948,20643
2024,충정로,10440,10957,21397
2024,용답,2793,2762,5555
2024,신설동,3159,3125,6284
2024,양천구청,6801,7124,13925
2024,용두,2505,2545,5050
2024,용두,2552,2584,5136
2024,양천구청,6853,7300,14153
2024,신설동,3546,3428,6974
2024,충정로,10742,11235,21977
2024,아현,10930,10232,21162
2024,이대,15469,17137,32606
2024,홍대입구,67452,72471,139923
2024,합정,31652,34016,65668
2024,당산,18257,21216,39473
2024,영등포구청,22975,23935,46910
2024,문래,24457,25122,49579
2024,신도림,52032,50343,102375
2024,대림,24245,24700,48945
2024,구로디지털단지,60119,60332,120451
2024,신대방,25368,24439,49807
2024,신림,55990,54210,110200
2024,봉천,24802,23591,48393
2024,사당,40442,43501,83943
2024,방배,15745,16101,31846
2024,교대,31946,37248,69194
2024,강남,86970,84736,171706
2024,삼성,58750,59730,118480
2024,잠실,83882,82878,166760
2024,잠실나루,16154,15473,31627
2024,구의,25768,25142,50910
2024,건대입구,34113,36089,70202
2024,성수,43818,47391,91209
2024,한양대,8729,9088,17817
2024,왕십리,15396,14380,29776
2024,상왕십리,14535,14586,29121
2024,신당,14473,15071,29544
2024,시청,28611,27797,56408
2024,용답,2907,2900,5807
2024,시청,28788,27642,56430
2024,신당,14565,15221,29786
2024,상왕십리,14643,14424,29067
2024,왕십리,15514,14193,29707
2024,한양대,8770,9033,17803
2024,성수,44213,48315,92528
2024,건대입구,34664,36498,71162
2024,구의,26273,25373,51646
2024,잠실나루,15880,15275,31155
2024,잠실,85869,84930,170799
2024,삼성,64766,66100,130866
2024,강남,88591,86582,175173
2024,교대,32614,38384,70998
2024,방배,16267,16666,32933
2024,사당,41326,45008,86334
2024,봉천,24993,23624,48617
2024,신림,56531,54318,110849
2024,신대방,25683,24497,50180
2024,구로디지털단지,60703,60366,121069
2024,대림,24373,24662,49035
2024,신도림,52308,50922,103230
2024,문래,24299,25020,49319
2024,영등포구청,23765,24046,47811
2024,당산,18342,21591,39933
2024,합정,33077,35510,68587
2024,홍대입구,69494,75142,144636
2024,이대,15367,16945,32312
2024,아현,10920,10268,21188
2024,충정로,10584,11096,21680
2024,용답,2785,2826,5611
2024,신설동,3597,3602,7199
2024,양천구청,6917,7262,14179
2024,용두,2526,2625,5151
2024,용두,2687,2681,5368
2024,양천구청,6895,7183,14078
2024,신설동,3806,3639,7445
2024,용답,2934,2785,5719
2024,충정로,10568,11078,21646
2024,아현,11237,10241,21478
2024,이대,15941,16737,32678
2024,홍대입구,74839,83069,157908
2024,합정,34336,38628,72964
2024,영등포구청,23601,24345,47946
2024,문래,25015,25740,50755
2024,신도림,53282,52064,105346
2024,대림,24521,24733,49254
2024,구로디지털단지,61378,60470,121848
2024,신대방,25995,24430,50425
2024,신림,58109,55996,114105
2024,봉천,25677,23516,49193
2024,사당,42706,47172,89878
2024,방배,16061,16427,32488
2024,교대,32664,38907,71571
2024,강남,91125,90283,181408
2024,삼성,64232,64136,128368
2024,잠실,87870,86974,174844
2024,잠실나루,15605,14830,30435
2024,구의,26664,25505,52169
2024,건대입구,36366,39763,76129
2024,성수,45330,48885,94215
2024,한양대,8748,8874,17622
2024,왕십리,16308,15136,31444
2024,상왕십리,15017,14728,29745
2024,신당,15325,16057,31382
2024,시청,28690,27399,56089
2024,당산,18523,21657,40180
2024,용두,1797,1733,3530
2024,양천구청,4438,4400,8838
2024,신설동,3351,3237,6588
2024,용답,2065,2035,4100
2024,충정로,5875,6148,12023
2024,아현,8095,7171,15266
2024,이대,11272,11833,23105
2024,홍대입구,79633,89744,169377
2024,합정,29077,33857,62934
2024,당산,11823,12894,24717
2024,영등포구청,12991,13233,26224
2024,문래,13139,14049,27188
2024,신도림,41635,41468,83103
2024,대림,18512,19292,37804
2024,구로디지털단지,35625,34891,70516
2024,신대방,19736,18211,37947
2024,신림,45139,42702,87841
2024,봉천,18044,16341,34385
2024,사당,33184,36294,69478
2024,교대,15460,19264,34724
2024,강남,58945,58599,117544
2024,삼성,41818,40815,82633
2024,잠실,75343,74113,149456
2024,잠실나루,7883,7700,15583
2024,구의,18044,16764,34808
2024,건대입구,32906,36503,69409
2024,성수,28094,31621,59715
2024,한양대,4275,4487,8762
2024,왕십리,12438,11848,24286
2024,상왕십리,10134,9309,19443
2024,신당,11716,12534,24250
2024,시청,12422,10898,23320
2024,방배,9314,9434,18748
2024,용두,1302,1335,2637
2024,양천구청,3268,3315,6583
2024,신설동,3082,3120,6202
2024,용답,1771,1726,3497
2024,충정로,3759,4093,7852
2024,아현,5647,5464,11111
2024,이대,7958,8951,16909
2024,홍대입구,65673,67728,133401
2024,합정,22253,23166,45419
2024,당산,7992,8807,16799
2024,영등포구청,7790,8118,15908
2024,문래,8138,8527,16665
2024,신도림,29600,29394,58994
2024,대림,15514,15978,31492
2024,구로디지털단지,24795,24645,49440
2024,신대방,15181,14802,29983
2024,신림,34042,33501,67543
2024,봉천,12749,12420,25169
2024,사당,23136,25498,48634
2024,방배,6818,7189,14007
2024,교대,9825,11640,21465
2024,강남,34283,33240,67523
2024,삼성,30853,29297,60150
2024,잠실,59092,55871,114963
2024,잠실나루,5549,5554,11103
2024,구의,12024,12180,24204
2024,건대입구,24828,25952,50780
2024,성수,23256,25807,49063
2024,한양대,2754,3005,5759
2024,왕십리,8780,8167,16947
2024,상왕십리,7177,7131,14308
2024,신당,8543,8997,17540
2024,시청,8330,6382,14712
2024,용두,2549,2630,5179
2024,양천구청,6644,7160,13804
2024,신설동,3284,3392,6676
2024,용답,2903,2879,5782
2024,충정로,10481,10952,21433
2024,아현,10665,9856,20521
2024,이대,14858,16820,31678
2024,홍대입구,68215,72599,140814
2024,합정,30964,33054,64018
2024,당산,17714,20730,38444
2024,영등포구청,23484,23811,47295
2024,문래,24342,24975,49317
2024,신도림,50178,48136,98314
2024,대림,24114,24278,48392
2024,구로디지털단지,60114,59939,120053
2024,신대방,25084,24272,49356
2024,신림,54798,53193,107991
2024,봉천,24655,23622,48277
2024,사당,39148,41789,80937
2024,방배,15669,16137,31806
2024,교대,33265,39314,72579
2024,강남,86771,85194,171965
2024,삼성,56864,58102,114966
2024,잠실,79120,77700,156820
2024,잠실나루,15784,15327,31111
2024,구의,25380,24962,50342
2024,건대입구,33401,35416,68817
2024,성수,44688,48876,93564
2024,한양대,7966,8429,16395
2024,왕십리,14845,13540,28385
2024,상왕십리,14675,14686,29361
2024,신당,14430,14998,29428
2024,시청,28292,27010,55302
2024,시청,30243,28394,58637
2024,신당,14912,15755,30667
2024,상왕십리,15231,15123,30354
2024,왕십리,15554,13948,29502
2024,한양대,8130,8654,16784
2024,성수,46574,50734,97308
2024,건대입구,34220,36356,70576
2024,구의,26269,25598,51867
2024,잠실나루,16039,15542,31581
2024,잠실,83960,82452,166412
2024,삼성,59817,60622,120439
2024,강남,89562,87616,177178
2024,교대,34478,40512,74990
2024,방배,16374,17011,33385
2024,사당,40930,43632,84562
2024,봉천,25315,24016,49331
2024,신림,56357,54408,110765
2024,신대방,25467,24645,50112
2024,구로디지털단지,60942,60562,121504
2024,대림,24029,24422,48451
2024,신도림,52528,50656,103184
2024,문래,24579,25220,49799
2024,영등포구청,23786,24066,47852
2024,당산,17759,21050,38809
2024,합정,32776,34930,67706
2024,홍대입구,69927,74349,144276
2024,이대,15649,17048,32697
2024,아현,11251,10535,21786
2024,충정로,10972,11623,22595
2024,용답,2991,2943,5934
2024,신설동,3392,3298,6690
2024,양천구청,6954,7410,14364
2024,용두,2603,2703,5306
2024,용답,2975,2898,5873
2024,시청,29929,27969,57898
2024,용두,2555,2482,5037
2024,양천구청,6899,7242,14141
2024,신설동,3512,3443,6955
2024,충정로,10901,11446,22347
2024,아현,11500,10482,21982
2024,이대,15799,17031,32830
2024,홍대입구,72772,81878,154650
2024,합정,34401,38812,73213
2024,당산,18487,21481,39968
2024,영등포구청,24114,24600,48714
2024,문래,25356,26203,51559
2024,신도림,55190,53756,108946
2024,대림,24361,24468,48829
2024,구로디지털단지,62102,62239,124341
2024,신대방,26176,24745,50921
2024,신림,59326,56732,116058
2024,봉천,26006,23729,49735
2024,사당,42881,47428,90309
2024,방배,16674,16942,33616
2024,교대,34078,40729,74807
2024,강남,91571,90675,182246
2024,삼성,61608,61833,123441
2024,잠실,87583,86045,173628
2024,잠실나루,16466,15584,32050
2024,구의,26839,25450,52289
2024,건대입구,36483,39330,75813
2024,성수,46934,51255,98189
2024,한양대,8314,8735,17049
2024,왕십리,16401,15179,31580
2024,상왕십리,15436,15000,30436
2024,신당,15742,16477,32219
2024,시청,12521,9533,22054
2024,신당,10130,10969,21099
2024,상왕십리,8282,8110,16392
2024,왕십리,9790,9249,19039
2024,한양대,3244,3445,6689
2024,성수,26653,29772,56425
2024,건대입구,27281,28498,55779
2024,구의,14665,14042,28707
2024,잠실나루,6525,6438,12963
2024,잠실,66000,62796,128796
2024,삼성,28183,26666,54849
2024,강남,38333,37531,75864
2024,교대,11035,13275,24310
2024,방배,7125,7212,14337
2024,사당,25237,26905,52142
2024,봉천,14268,13190,27458
2024,신림,36851,34804,71655
2024,신대방,16337,15234,31571
2024,구로디지털단지,28522,27771,56293
2024,대림,14852,15321,30173
2024,신도림,31722,31307,63029
2024,문래,9421,9924,19345
2024,영등포구청,9437,9792,19229
2024,당산,8294,9203,17497
2024,합정,23493,26033,49526
2024,홍대입구,68872,73586,142458
2024,용두,1504,1424,2928
2024,양천구청,3472,3539,7011
2024,신설동,2262,2167,4429
2024,용답,1867,1766,3633
2024,충정로,4273,4195,8468
2024,아현,6311,5843,12154
2024,이대,9293,9933,19226
2024,용두,2502,2490,4992
2024,양천구청,6198,6511,12709
2024,신설동,3519,3454,6973
2024,용답,2781,2625,5406
2024,충정로,9264,9677,18941
2024,아현,10575,9737,20312
2024,이대,14834,16026,30860
2024,홍대입구,74216,81670,155886
2024,합정,32407,36201,68608
2024,당산,15749,18238,33987
2024,영등포구청,20774,21342,42116
2024,문래,21733,22498,44231
2024,신도림,49746,49472,99218
2024,대림,22664,23163,45827
2024,구로디지털단지,53866,53217,107083
2024,신대방,24123,22999,47122
2024,신림,53785,51749,105534
2024,봉천,23442,21733,45175
2024,사당,37491,41678,79169
2024,방배,14158,14372,28530
2024,교대,29922,35357,65279
2024,강남,81228,79779,161007
2024,삼성,52939,52638,105577
2024,잠실,79507,78109,157616
2024,잠실나루,14303,13722,28025
2024,구의,24238,23257,47495
2024,건대입구,34982,37815,72797
2024,성수,42997,46657,89654
2024,한양대,7260,7502,14762
2024,왕십리,15618,14032,29650
2024,상왕십리,13960,13693,27653
2024,신당,14365,15105,29470
2024,시청,24690,23236,47926
2024,시청,11897,9357,21254
2024,신당,10847,11512,22359
2024,상왕십리,9417,8975,18392
2024,왕십리,11724,10902,22626
2024,한양대,3447,3640,7087
2024,성수,27573,31041,58614
2024,건대입구,31030,33912,64942
2024,구의,16953,16077,33030
2024,잠실나루,7463,7184,14647
2024,잠실,71338,68446,139784
2024,삼성,35149,33229,68378
2024,강남,54244,53939,108183
2024,교대,14666,17790,32456
2024,방배,9172,9076,18248
2024,사당,31436,34725,66161
2024,봉천,17041,15673,32714
2024,신림,42289,40384,82673
2024,신대방,18812,17712,36524
2024,구로디지털단지,33951,33143,67094
2024,대림,17321,18140,35461
2024,신도림,39043,38406,77449
2024,문래,11405,12229,23634
2024,영등포구청,11996,12739,24735
2024,당산,10632,11592,22224
2024,합정,28754,33277,62031
2024,홍대입구,77058,85108,162166
2024,이대,11125,12048,23173
2024,아현,7473,6985,14458
2024,충정로,5582,5759,11341
2024,용답,2132,1939,4071
2024,신설동,3244,3161,6405
2024,양천구청,4835,4751,9586
2024,용두,1670,1691,3361
2024,시청,7612,5865,13477
2024,신당,8376,9011,17387
2024,상왕십리,7161,7191,14352
2024,왕십리,8668,8345,17013
2024,한양대,2801,3089,5890
2024,성수,21531,23271,44802
2024,건대입구,23899,25276,49175
2024,구의,11814,11953,23767
2024,잠실나루,5405,5565,10970
2024,잠실,54969,51976,106945
2024,삼성,28972,26978,55950
2024,강남,32909,32155,65064
2024,교대,9642,11399,21041
2024,방배,6829,7182,14011
2024,사당,23070,24875,47945
2024,봉천,12720,12551,25271
2024,신림,33305,33476,66781
2024,신대방,15101,14621,29722
2024,구로디지털단지,24885,24509,49394
2024,대림,15418,15849,31267
2024,신도림,30019,29760,59779
2024,문래,8562,9059,17621
2024,영등포구청,8672,9216,17888
2024,당산,7756,8608,16364
2024,합정,21131,22577,43708
2024,홍대입구,60356,60244,120600
2024,이대,8051,9096,17147
2024,아현,5456,5362,10818
2024,충정로,3797,3983,7780
2024,용답,1765,1766,3531
2024,신설동,2949,3001,5950
2024,양천구청,3201,3231,6432
2024,용두,1249,1276,2525
2024,용답,2873,2792,5665
2024,용두,2451,2543,4994
2024,양천구청,6734,7234,13968
2024,신설동,3400,3389,6789
2024,충정로,10546,11123,21669
2024,아현,10820,10097,20917
2024,이대,14422,16276,30698
2024,홍대입구,63730,66440,130170
2024,합정,30548,31876,62424
2024,당산,17259,20481,37740
2024,영등포구청,23595,24204,47799
2024,문래,24192,24738,48930
2024,신도림,49939,47902,97841
2024,대림,24468,24887,49355
2024,구로디지털단지,59677,59486,119163
2024,신대방,24987,24259,49246
2024,신림,54753,53096,107849
2024,봉천,25091,24039,49130
2024,사당,39542,42178,81720
2024,방배,16090,16418,32508
2024,교대,33195,39100,72295
2024,강남,84933,82841,167774
2024,삼성,55340,56251,111591
2024,잠실,71950,70896,142846
2024,잠실나루,15832,15444,31276
2024,구의,25268,25055,50323
2024,건대입구,32552,34516,67068
2024,성수,43149,46275,89424
2024,한양대,7535,8089,15624
2024,왕십리,15051,13624,28675
2024,상왕십리,14691,14910,29601
2024,신당,14357,14814,29171
2024,시청,27904,27132,55036
2024,용답,3007,2954,5961
2024,용두,2488,2583,5071
2024,양천구청,6844,7400,14244
2024,신설동,3290,3369,6659
2024,충정로,10740,11375,22115
2024,아현,11349,10650,21999
2024,이대,15015,16618,31633
2024,홍대입구,65151,68388,133539
2024,합정,32311,34069,66380
2024,당산,17768,21076,38844
2024,영등포구청,23821,24317,48138
2024,문래,24569,25150,49719
2024,신도림,52005,50158,102163
2024,대림,24232,24656,48888
2024,구로디지털단지,60948,60873,121821
2024,신대방,25748,25001,50749
2024,신림,56199,54402,110601
2024,봉천,25316,23879,49195
2024,사당,41680,44131,85811
2024,방배,16513,17089,33602
2024,교대,33976,40148,74124
2024,강남,87564,85192,172756
2024,삼성,57530,58701,116231
2024,잠실,78741,77771,156512
2024,잠실나루,16671,15899,32570
2024,구의,26258,25633,51891
2024,건대입구,33132,35154,68286
2024,성수,44991,48664,93655
2024,한양대,7758,8319,16077
2024,왕십리,15472,13640,29112
2024,상왕십리,15371,15246,30617
2024,신당,14881,15434,30315
2024,시청,29274,28170,57444
2024,시청,28645,27967,56612
2024,신당,14941,15423,30364
2024,상왕십리,15017,14958,29975
2024,왕십리,15380,13757,29137
2024,한양대,7955,8538,16493
2024,성수,43322,47282,90604
2024,건대입구,32631,34345,66976
2024,구의,25853,25060,50913
2024,잠실나루,15852,15329,31181
2024,잠실,75360,74387,149747
2024,삼성,58104,59845,117949
2024,강남,83868,83077,166945
2024,교대,33435,39618,73053
2024,방배,16232,16754,32986
2024,사당,39718,42559,82277
2024,봉천,24989,23703,48692
2024,신림,55982,53903,109885
2024,신대방,25543,24559,50102
2024,구로디지털단지,59726,59650,119376
2024,대림,24358,24782,49140
2024,신도림,50708,49136,99844
2024,문래,24797,25383,50180
2024,영등포구청,23540,24041,47581
2024,당산,17430,20916,38346
2024,합정,30978,33002,63980
2024,홍대입구,62253,65812,128065
2024,이대,14738,16029,30767
2024,아현,11265,10459,21724
2024,충정로,10902,11369,22271
2024,용답,2943,2869,5812
2024,신설동,3602,3714,7316
2024,양천구청,6786,7183,13969
2024,용두,2479,2534,5013
2024,시청,29505,27907,57412
2024,신당,15275,15819,31094
2024,상왕십리,15427,15376,30803
2024,왕십리,16380,15165,31545
2024,한양대,9565,10742,20307
2024,성수,45440,49536,94976
2024,건대입구,34673,36486,71159
2024,구의,26552,25768,52320
2024,잠실나루,16178,15582,31760
2024,잠실,78475,77678,156153
2024,삼성,61823,62819,124642
2024,강남,87246,85438,172684
2024,교대,34442,41097,75539
2024,방배,16394,17066,33460
2024,사당,41207,44963,86170
2024,봉천,25514,23922,49436
2024,신림,56779,54802,111581
2024,신대방,25874,24852,50726
2024,구로디지털단지,60665,60365,121030
2024,대림,24235,24544,48779
2024,신도림,53012,51523,104535
2024,문래,24983,25318,50301
2024,영등포구청,24076,24504,48580
2024,당산,18269,21355,39624
2024,합정,32473,35120,67593
2024,홍대입구,67373,71201,138574
2024,이대,15402,17121,32523
2024,아현,11537,10634,22171
2024,충정로,10773,11418,22191
2024,용답,2987,2920,5907
2024,신설동,3548,3449,6997
2024,양천구청,6928,7345,14273
2024,용두,2605,2603,5208
2024,양천구청,7157,7547,14704
2024,신설동,4056,4018,8074
2024,용답,3222,3030,6252
2024,충정로,11114,11564,22678
2024,아현,12051,10954,23005
2024,이대,16687,18093,34780
2024,홍대입구,75743,82746,158489
2024,합정,36527,41093,77620
2024,당산,18944,22304,41248
2024,영등포구청,24533,25253,49786
2024,문래,25505,26454,51959
2024,신도림,55043,54115,109158
2024,대림,25548,25993,51541
2024,구로디지털단지,62870,62056,124926
2024,신대방,27083,25514,52597
2024,용두,2833,2848,5681
2024,신림,59795,57177,116972
2024,봉천,26734,24362,51096
2024,사당,44441,49025,93466
2024,방배,17412,17667,35079
2024,교대,35893,43210,79103
2024,강남,92341,91534,183875
2024,삼성,63688,63621,127309
2024,잠실,83509,82258,165767
2024,잠실나루,16643,15644,32287
2024,구의,27768,26753,54521
2024,건대입구,37288,40636,77924
2024,성수,48155,52425,100580
2024,한양대,7905,8342,16247
2024,왕십리,16915,16404,33319
2024,상왕십리,15947,15543,31490
2024,신당,16409,17046,33455
2024,시청,30254,28932,59186
2024,용두,1994,1916,3910
2024,양천구청,4599,4564,9163
2024,신설동,3522,3434,6956
2024,용답,2280,2093,4373
2024,충정로,6409,6653,13062
2024,아현,8326,7512,15838
2024,이대,12135,12883,25018
2024,홍대입구,81958,90184,172142
2024,합정,31256,36125,67381
2024,당산,12472,13684,26156
2024,영등포구청,14155,14628,28783
2024,문래,14301,15478,29779
2024,신도림,47132,47062,94194
2024,대림,19271,19757,39028
2024,구로디지털단지,37366,36231,73597
2024,신대방,20885,19105,39990
2024,신림,46485,44326,90811
2024,봉천,18892,17036,35928
