연도,역명,승차총승객수,하차총승객수,총이용량
2022,성수,42644,46353,88997
2022,한양대,13622,15055,28677
2022,왕십리,19614,16477,36091
2022,상왕십리,16145,15742,31887
2022,신당,15925,16423,32348
2022,시청,28356,29329,57685
2022,시청,12243,10657,22900
2022,신당,12400,13145,25545
2022,상왕십리,10863,9964,20827
2022,왕십리,14908,13264,28172
2022,한양대,6039,6151,12190
2022,성수,23481,27839,51320
2022,건대입구,38165,42481,80646
2022,구의,18184,17365,35549
2022,잠실나루,8620,8222,16842
2022,잠실,76882,72301,149183
2022,삼성,40396,39206,79602
2022,강남,64806,65179,129985
2022,교대,19905,22880,42785
2022,방배,11709,11989,23698
2022,사당,37720,42232,79952
2022,봉천,18999,17307,36306
2022,신림,50638,48069,98707
2022,신대방,21460,20066,41526
2022,구로디지털단지,39034,37719,76753
2022,대림,19416,20095,39511
2022,신도림,44547,45771,90318
2022,문래,14759,15872,30631
2022,영등포구청,14255,14848,29103
2022,당산,14586,15982,30568
2022,합정,33711,39767,73478
2022,홍대입구,74933,86615,161548
2022,이대,13100,13475,26575
2022,아현,8663,7645,16308
2022,충정로,6324,6753,13077
2022,용답,2399,2204,4603
2022,신설동,3645,3609,7254
2022,양천구청,4916,4831,9747
2022,용두,1789,1735,3524
2022,건대입구,28630,29739,58369
2022,시청,7919,6509,14428
2022,신당,8978,9701,18679
2022,상왕십리,7814,7535,15349
2022,왕십리,10669,9281,19950
2022,한양대,3073,3422,6495
2022,성수,16695,18956,35651
2022,구의,12628,12588,25216
2022,잠실나루,6021,6147,12168
2022,잠실,57763,53741,111504
2022,삼성,30451,28757,59208
2022,강남,38606,37001,75607
2022,교대,12079,13463,25542
2022,방배,7422,7869,15291
2022,사당,26610,29213,55823
2022,봉천,13637,13030,26667
2022,신림,38287,36525,74812
2022,신대방,16193,15635,31828
2022,구로디지털단지,27366,26659,54025
2022,대림,16185,16552,32737
2022,신도림,31648,32106,63754
2022,문래,8945,9598,18543
2022,영등포구청,9539,9906,19445
2022,당산,9794,10965,20759
2022,합정,25152,26887,52039
2022,홍대입구,59206,57950,117156
2022,이대,8953,9917,18870
2022,아현,5901,5812,11713
2022,충정로,4462,4790,9252
2022,용답,1966,1870,3836
2022,신설동,3569,3387,6956
2022,양천구청,3582,3625,7207
2022,용두,1277,1281,2558
2022,잠실나루,16517,16076,32593
2022,잠실,71715,71381,143096
2022,삼성,54360,53974,108334
2022,강남,83298,79008,162306
2022,교대,37262,42646,79908
2022,방배,20712,20595,41307
2022,사당,40094,44228,84322
2022,봉천,25301,24046,49347
2022,신림,59451,57690,117141
2022,신대방,26551,25763,52314
2022,구로디지털단지,62741,61328,124069
2022,대림,25536,25593,51129
2022,신도림,49536,50708,100244
2022,문래,23095,22958,46053
2022,영등포구청,23532,24246,47778
2022,당산,19672,23191,42863
2022,합정,31058,32959,64017
2022,홍대입구,57668,60286,117954
2022,이대,18056,19370,37426
2022,아현,11047,11004,22051
2022,충정로,10860,11563,22423
2022,용답,3328,3468,6796
2022,신설동,3508,3461,6969
2022,양천구청,7549,7763,15312
2022,용두,2427,2448,4875
2022,구의,24726,24478,49204
2022,시청,24549,23026,47575
2022,신당,14670,15240,29910
2022,상왕십리,15229,15211,30440
2022,왕십리,17438,13836,31274
2022,한양대,15460,17566,33026
2022,성수,39102,42226,81328
2022,건대입구,35527,38065,73592
2022,시청,26621,25794,52415
2022,신당,14947,15552,30499
2022,상왕십리,15481,14988,30469
2022,왕십리,18138,14542,32680
2022,한양대,16394,18287,34681
2022,성수,40235,44022,84257
2022,건대입구,36576,39049,75625
2022,구의,25720,24862,50582
2022,잠실나루,16986,16679,33665
2022,잠실,75130,74982,150112
2022,삼성,57586,58559,116145
2022,강남,86588,82967,169555
2022,교대,38140,43581,81721
2022,방배,21821,22631,44452
2022,사당,42594,46072,88666
2022,봉천,26249,24414,50663
2022,신림,61031,58494,119525
2022,신대방,27525,26719,54244
2022,구로디지털단지,64619,64861,129480
2022,대림,25925,26494,52419
2022,신도림,51559,51108,102667
2022,문래,23997,24425,48422
2022,영등포구청,24014,24753,48767
2022,당산,20358,24415,44773
2022,합정,32730,34846,67576
2022,홍대입구,59640,62859,122499
2022,이대,18640,20306,38946
2022,아현,11726,11174,22900
2022,충정로,11066,11555,22621
2022,용답,3443,3523,6966
2022,신설동,3337,3340,6677
2022,양천구청,7679,7941,15620
2022,용두,2630,2655,5285
2022,용두,2585,2637,5222
2022,양천구청,7773,8008,15781
2022,신설동,3560,3648,7208
2022,용답,3345,3412,6757
2022,충정로,11023,11914,22937
2022,아현,12123,11370,23493
2022,이대,18885,20528,39413
2022,홍대입구,60550,64305,124855
2022,합정,32996,35123,68119
2022,당산,20565,24326,44891
2022,영등포구청,24056,24976,49032
2022,문래,24173,24773,48946
2022,신도림,52564,51831,104395
2022,대림,25914,26367,52281
2022,구로디지털단지,64518,64683,129201
2022,신대방,27468,26741,54209
2022,신림,61582,59098,120680
2022,봉천,25958,24099,50057
2022,사당,42832,46166,88998
2022,방배,21531,22475,44006
2022,교대,38725,44026,82751
2022,강남,86355,82635,168990
2022,삼성,58442,59612,118054
2022,잠실,75937,76350,152287
2022,잠실나루,16935,16637,33572
2022,구의,25632,25092,50724
2022,건대입구,36870,39719,76589
2022,성수,40715,44671,85386
2022,한양대,15761,17622,33383
2022,왕십리,18386,14548,32934
2022,상왕십리,15756,15139,30895
2022,신당,15263,15845,31108
2022,시청,26912,26169,53081
2022,시청,27104,26116,53220
2022,신당,15205,15497,30702
2022,상왕십리,15732,15046,30778
2022,왕십리,18301,14452,32753
2022,한양대,15708,17616,33324
2022,성수,40620,44902,85522
2022,건대입구,37124,39740,76864
2022,구의,25985,25236,51221
2022,잠실나루,16813,16531,33344
2022,잠실,76996,77594,154590
2022,삼성,59502,60578,120080
2022,강남,86478,83687,170165
2022,교대,38459,43723,82182
2022,방배,21353,22136,43489
2022,사당,43670,47142,90812
2022,봉천,26318,24204,50522
2022,신림,61733,59103,120836
2022,신대방,27474,26584,54058
2022,구로디지털단지,64873,64833,129706
2022,대림,25814,26302,52116
2022,신도림,52236,52301,104537
2022,문래,24124,24693,48817
2022,영등포구청,24147,24889,49036
2022,당산,20693,24459,45152
2022,합정,34003,36522,70525
2022,홍대입구,61635,65604,127239
2022,이대,19115,20924,40039
2022,아현,11888,11265,23153
2022,충정로,10819,11681,22500
2022,용답,3389,3486,6875
2022,신설동,3695,3592,7287
2022,양천구청,7614,7865,15479
2022,용두,2565,2590,5155
2022,시청,27761,26795,54556
2022,신당,15920,16409,32329
2022,상왕십리,16344,15510,31854
2022,왕십리,19873,16191,36064
2022,한양대,13880,14675,28555
2022,성수,42156,46891,89047
2022,건대입구,40872,45038,85910
2022,구의,26654,25616,52270
2022,잠실나루,16863,16250,33113
2022,잠실,84302,84546,168848
2022,삼성,60898,60838,121736
2022,강남,92109,91106,183215
2022,교대,38814,44277,83091
2022,방배,20480,20934,41414
2022,사당,46066,51349,97415
2022,봉천,26641,24098,50739
2022,신림,64229,61766,125995
2022,신대방,27999,26784,54783
2022,구로디지털단지,65321,65146,130467
2022,대림,25866,26474,52340
2022,신도림,53800,54708,108508
2022,문래,24317,25403,49720
2022,영등포구청,24195,24955,49150
2022,당산,20550,24550,45100
2022,합정,36991,41503,78494
2022,홍대입구,68305,77980,146285
2022,이대,19019,20138,39157
2022,아현,12143,11271,23414
2022,충정로,10830,11808,22638
2022,용답,3351,3343,6694
2022,신설동,4123,3923,8046
2022,양천구청,7793,7962,15755
2022,용두,2750,2664,5414
2022,시청,16389,14774,31163
2022,신당,12714,13404,26118
2022,상왕십리,11171,10419,21590
2022,왕십리,15386,13319,28705
2022,한양대,5483,5856,11339
2022,성수,24794,30200,54994
2022,건대입구,38565,42121,80686
2022,구의,18953,17718,36671
2022,잠실나루,8958,8904,17862
2022,잠실,79023,75520,154543
2022,삼성,33225,32990,66215
2022,강남,64356,65323,129679
2022,교대,20212,23044,43256
2022,방배,12404,12520,24924
2022,사당,38887,44038,82925
2022,봉천,19505,17602,37107
2022,신림,51975,49118,101093
2022,신대방,22321,20928,43249
2022,구로디지털단지,39028,38270,77298
2022,대림,20163,20855,41018
2022,신도림,47054,48343,95397
2022,문래,15004,16248,31252
2022,영등포구청,14912,15610,30522
2022,당산,15864,17130,32994
2022,합정,32878,38133,71011
2022,홍대입구,75353,86659,162012
2022,이대,13066,13602,26668
2022,아현,8968,8138,17106
2022,충정로,7354,7338,14692
2022,용답,2539,2234,4773
2022,신설동,4019,3905,7924
2022,양천구청,5343,5286,10629
2022,용두,1977,1861,3838
2022,신당,9277,9915,19192
2022,상왕십리,7776,7651,15427
2022,왕십리,10784,9252,20036
2022,한양대,3029,3387,6416
2022,성수,17133,19682,36815
2022,건대입구,29592,30385,59977
2022,구의,12931,12747,25678
2022,잠실나루,6450,6699,13149
2022,잠실,56661,52479,109140
2022,삼성,27235,26207,53442
2022,강남,37780,36088,73868
2022,교대,11928,13078,25006
2022,방배,7732,8071,15803
2022,사당,26948,29308,56256
2022,봉천,13948,13168,27116
2022,신림,38622,37257,75879
2022,신대방,16985,16398,33383
2022,구로디지털단지,28030,27006,55036
2022,대림,17334,17940,35274
2022,신도림,32486,33141,65627
2022,문래,8829,9500,18329
2022,영등포구청,9495,9806,19301
2022,당산,10406,11295,21701
2022,합정,24827,25960,50787
2022,홍대입구,58039,57883,115922
2022,이대,8929,9560,18489
2022,아현,5891,5879,11770
2022,충정로,4699,5130,9829
2022,용답,2034,2010,4044
2022,신설동,3668,3533,7201
2022,양천구청,3742,3782,7524
2022,용두,1201,1231,2432
2022,시청,8346,6969,15315
2022,시청,25052,24832,49884
2022,신당,14552,14933,29485
2022,상왕십리,15268,14870,30138
2022,왕십리,17507,13678,31185
2022,한양대,15449,17513,32962
2022,성수,38430,42014,80444
2022,건대입구,35471,37836,73307
2022,구의,24979,24668,49647
2022,잠실나루,16346,15929,32275
2022,잠실,71504,71692,143196
2022,삼성,53494,55061,108555
2022,강남,83164,80195,163359
2022,교대,36382,41416,77798
2022,방배,20645,21164,41809
2022,사당,39467,42931,82398
2022,봉천,25759,24095,49854
2022,신림,59812,57032,116844
2022,신대방,26705,25948,52653
2022,구로디지털단지,63067,63213,126280
2022,대림,25954,26321,52275
2022,신도림,50002,49523,99525
2022,문래,23565,23962,47527
2022,영등포구청,23888,24455,48343
2022,당산,19776,23679,43455
2022,합정,30576,32605,63181
2022,홍대입구,56147,59073,115220
2022,이대,18014,19909,37923
2022,아현,11085,10634,21719
2022,충정로,10779,11472,22251
2022,용답,3337,3468,6805
2022,신설동,3626,3487,7113
2022,양천구청,7630,7787,15417
2022,용두,2579,2573,5152
2022,용두,2567,2613,5180
2022,양천구청,7762,8099,15861
2022,신설동,3465,3316,6781
2022,용답,3382,3530,6912
2022,충정로,11080,11751,22831
2022,아현,11866,11298,23164
2022,이대,18580,20170,38750
2022,홍대입구,58324,61745,120069
2022,합정,32831,35812,68643
2022,당산,20729,24470,45199
2022,영등포구청,24254,24798,49052
2022,문래,24301,24847,49148
2022,신도림,51298,51041,102339
2022,대림,25865,26411,52276
2022,구로디지털단지,64870,64887,129757
2022,신대방,27576,26655,54231
2022,신림,60803,58388,119191
2022,봉천,26279,24465,50744
2022,사당,42545,46394,88939
2022,방배,21688,22667,44355
2022,교대,38099,43314,81413
2022,강남,85170,82589,167759
2022,삼성,56367,57966,114333
2022,잠실,75622,75670,151292
2022,잠실나루,16493,16229,32722
2022,구의,26186,25419,51605
2022,건대입구,36339,38810,75149
2022,성수,40138,44103,84241
2022,한양대,16411,18231,34642
2022,왕십리,17927,14364,32291
2022,상왕십리,15788,15218,31006
2022,신당,15205,15534,30739
2022,시청,26812,25917,52729
2022,시청,27237,27680,54917
2022,신당,15123,15800,30923
2022,상왕십리,15933,15206,31139
2022,왕십리,18120,14381,32501
2022,한양대,15432,17305,32737
2022,성수,40457,44523,84980
2022,건대입구,36530,39145,75675
2022,구의,26371,25319,51690
2022,잠실나루,16479,16021,32500
2022,잠실,75861,74970,150831
2022,삼성,57234,58490,115724
2022,강남,84347,81397,165744
2022,교대,37624,42878,80502
2022,방배,21447,22120,43567
2022,사당,42389,45878,88267
2022,봉천,26361,24281,50642
2022,신림,61542,59131,120673
2022,신대방,27439,26824,54263
2022,구로디지털단지,64391,64355,128746
2022,대림,26011,26575,52586
2022,신도림,52235,52002,104237
2022,문래,24198,24756,48954
2022,영등포구청,24161,25566,49727
2022,당산,20694,24719,45413
2022,합정,33102,35625,68727
2022,홍대입구,59568,63290,122858
2022,이대,18634,20224,38858
2022,아현,12079,11523,23602
2022,충정로,11264,12721,23985
2022,용답,3309,3384,6693
2022,신설동,3593,3499,7092
2022,양천구청,7874,8043,15917
2022,용두,2538,2540,5078
2022,용두,2573,2595,5168
2022,양천구청,7867,8031,15898
2022,신설동,3667,3526,7193
2022,용답,3451,3538,6989
2022,충정로,10995,11743,22738
2022,아현,11906,11232,23138
2022,이대,18552,19757,38309
2022,홍대입구,59861,64183,124044
2022,합정,33068,36020,69088
2022,당산,20854,25030,45884
2022,영등포구청,24047,24792,48839
2022,문래,24124,24700,48824
2022,신도림,52370,52344,104714
2022,대림,25713,26157,51870
2022,구로디지털단지,64833,64833,129666
2022,신대방,27352,26669,54021
2022,신림,61856,59046,120902
2022,봉천,26305,24235,50540
2022,사당,43331,47065,90396
2022,방배,21235,22142,43377
2022,교대,37923,42670,80593
2022,강남,85299,82527,167826
2022,삼성,59904,61209,121113
2022,잠실,76864,77262,154126
2022,잠실나루,16588,16234,32822
2022,구의,26032,25336,51368
2022,건대입구,37696,39953,77649
2022,성수,40893,44975,85868
2022,한양대,15566,17258,32824
2022,왕십리,18190,14520,32710
2022,상왕십리,15794,15200,30994
2022,신당,15278,15446,30724
2022,시청,26884,26015,52899
2022,용답,3471,3342,6813
2022,신대방,28390,27144,55534
2022,신림,64402,61073,125475
2022,봉천,26828,24173,51001
2022,사당,44893,49734,94627
2022,방배,20122,20898,41020
2022,교대,38183,43705,81888
2022,강남,89504,88737,178241
2022,삼성,59738,60755,120493
2022,잠실,87713,88363,176076
2022,잠실나루,16592,16111,32703
2022,구의,26639,25228,51867
2022,건대입구,40287,44175,84462
2022,성수,42074,46934,89008
2022,한양대,13749,14734,28483
2022,왕십리,19291,15741,35032
2022,상왕십리,16241,15457,31698
2022,신당,15940,16283,32223
2022,시청,27097,26261,53358
2022,구로디지털단지,65862,64962,130824
2022,대림,26148,26591,52739
2022,신도림,53845,54014,107859
2022,문래,24264,25304,49568
2022,영등포구청,24176,24787,48963
2022,당산,20883,24654,45537
2022,합정,35655,40218,75873
2022,홍대입구,66365,75690,142055
2022,이대,19048,19478,38526
2022,아현,12498,11445,23943
2022,충정로,11138,11832,22970
2022,신설동,4021,3907,7928
2022,양천구청,8025,8152,16177
2022,용두,2733,2763,5496
2022,용두,1841,1734,3575
2022,양천구청,5450,5360,10810
2022,신설동,3733,3591,7324
2022,용답,2331,2132,4463
2022,충정로,6316,6727,13043
2022,아현,8305,7407,15712
2022,이대,12419,12224,24643
2022,홍대입구,72912,82760,155672
2022,합정,30749,35488,66237
2022,당산,14135,15572,29707
2022,영등포구청,13501,14105,27606
2022,문래,13572,14427,27999
2022,신도림,43873,44823,88696
2022,대림,19450,20180,39630
2022,구로디지털단지,38092,37059,75151
2022,신대방,21326,19836,41162
2022,신림,49592,46465,96057
2022,봉천,19177,16856,36033
2022,사당,35260,38943,74203
2022,방배,10796,10942,21738
2022,교대,18583,21257,39840
2022,강남,58374,58877,117251
2022,삼성,33281,33721,67002
2022,잠실,78396,75695,154091
2022,잠실나루,8872,8602,17474
2022,구의,17896,16751,34647
2022,건대입구,36013,39194,75207
2022,성수,22904,27044,49948
2022,한양대,5819,5921,11740
2022,왕십리,14262,12280,26542
2022,상왕십리,10747,9707,20454
2022,신당,12331,12916,25247
2022,시청,12921,11301,24222
2022,신림,38358,36946,75304
2022,대림,17476,17689,35165
2022,구로디지털단지,28019,27124,55143
2022,신도림,32345,33087,65432
2022,문래,9310,10273,19583
2022,영등포구청,9421,9889,19310
2022,당산,9228,10225,19453
2022,합정,24373,27493,51866
2022,홍대입구,60525,63592,124117
2022,이대,8406,8923,17329
2022,아현,5712,5506,11218
2022,충정로,4257,4595,8852
2022,용답,1829,1869,3698
2022,신설동,3523,3292,6815
2022,양천구청,3578,3657,7235
2022,신대방,16599,15845,32444
2022,봉천,13562,12665,26227
2022,사당,25252,27506,52758
2022,방배,6947,7240,14187
2022,교대,11196,12151,23347
2022,강남,36721,36591,73312
2022,삼성,31542,29004,60546
2022,잠실,67903,62909,130812
2022,시청,8797,7205,16002
2022,신당,9156,9981,19137
2022,상왕십리,7707,7324,15031
2022,왕십리,10660,9469,20129
2022,한양대,3020,3135,6155
2022,성수,18559,20390,38949
2022,건대입구,29280,31743,61023
2022,구의,12758,12472,25230
2022,잠실나루,5714,5715,11429
2022,용두,1343,1351,2694
2022,시청,10528,8189,18717
2022,신당,7949,8539,16488
2022,상왕십리,6785,6785,13570
2022,왕십리,9025,8191,17216
2022,한양대,3650,4301,7951
2022,성수,14406,15806,30212
2022,건대입구,23663,24514,48177
2022,구의,11392,11788,23180
2022,잠실나루,5150,5233,10383
2022,잠실,48747,46138,94885
2022,삼성,23596,22726,46322
2022,강남,30192,29053,59245
2022,교대,10527,12024,22551
2022,방배,5925,6310,12235
2022,사당,20300,22263,42563
2022,봉천,11693,11729,23422
2022,신림,31728,31704,63432
2022,신대방,13866,13935,27801
2022,구로디지털단지,23452,23871,47323
2022,대림,13092,13467,26559
2022,신도림,24860,25281,50141
2022,문래,7435,7850,15285
2022,영등포구청,8331,8721,17052
2022,당산,7507,8495,16002
2022,합정,18499,19299,37798
2022,홍대입구,46517,45268,91785
2022,이대,7442,8721,16163
2022,아현,5077,5290,10367
2022,충정로,3751,3904,7655
2022,용답,1688,1733,3421
2022,신설동,1837,1810,3647
2022,양천구청,3052,3188,6240
2022,용두,1043,1041,2084
2022,용답,3340,3546,6886
2022,시청,26348,25309,51657
2022,용두,2528,2481,5009
2022,양천구청,7757,7960,15717
2022,신설동,3518,3431,6949
2022,충정로,10737,11509,22246
2022,아현,11497,11124,22621
2022,이대,18385,20649,39034
2022,홍대입구,57362,60413,117775
2022,합정,31574,33667,65241
2022,당산,19733,23701,43434
2022,영등포구청,23825,24697,48522
2022,문래,23736,24172,47908
2022,신도림,50343,50094,100437
2022,대림,25720,26244,51964
2022,구로디지털단지,63734,63756,127490
2022,신대방,27115,26245,53360
2022,신림,60298,57899,118197
2022,봉천,26038,24233,50271
2022,사당,40338,44110,84448
2022,방배,21255,22111,43366
2022,교대,37034,41793,78827
2022,강남,84057,81384,165441
2022,삼성,57297,58218,115515
2022,잠실,71244,71697,142941
2022,잠실나루,16663,16495,33158
2022,구의,25778,25127,50905
2022,건대입구,35463,37929,73392
2022,성수,39446,42979,82425
2022,한양대,15903,18000,33903
2022,왕십리,17598,13846,31444
2022,상왕십리,15673,15090,30763
2022,신당,14744,15207,29951
2022,시청,27707,26781,54488
2022,신당,15473,15948,31421
2022,상왕십리,15817,15278,31095
2022,왕십리,17931,14718,32649
2022,한양대,16726,19209,35935
2022,성수,40486,44511,84997
2022,건대입구,36623,38910,75533
2022,구의,26255,25595,51850
2022,잠실나루,16934,16621,33555
2022,잠실,78384,78633,157017
2022,삼성,61381,62657,124038
2022,강남,86317,83360,169677
2022,교대,37625,42774,80399
2022,방배,21559,22520,44079
2022,사당,42509,45793,88302
2022,봉천,26117,24232,50349
2022,신림,61384,59000,120384
2022,신대방,27705,27061,54766
2022,구로디지털단지,65173,65277,130450
2022,대림,26412,26693,53105
2022,신도림,52964,52871,105835
2022,문래,24097,24638,48735
2022,영등포구청,24536,25136,49672
2022,당산,20695,24684,45379
2022,합정,32863,35334,68197
2022,홍대입구,60363,63588,123951
2022,이대,18527,20321,38848
2022,아현,11812,11285,23097
2022,충정로,11162,11837,22999
2022,용답,3290,3380,6670
2022,신설동,3912,3721,7633
2022,양천구청,7974,8145,16119
2022,용두,2642,2580,5222
2022,시청,27344,26357,53701
2022,신당,15236,15797,31033
2022,상왕십리,15882,15310,31192
2022,왕십리,17992,14400,32392
2022,한양대,17333,19567,36900
2022,성수,40333,44136,84469
2022,건대입구,37030,39488,76518
2022,구의,26508,25843,52351
2022,잠실나루,16512,14903,31415
2022,잠실,78863,79245,158108
2022,삼성,62683,63433,126116
2022,강남,87747,84654,172401
2022,교대,37788,42928,80716
2022,방배,21384,22157,43541
2022,사당,42963,46793,89756
2022,봉천,26041,24269,50310
2022,신림,61790,58887,120677
2022,신대방,27530,26741,54271
2022,구로디지털단지,65767,65678,131445
2022,대림,25859,26407,52266
2022,신도림,53199,53400,106599
2022,문래,23934,24530,48464
2022,영등포구청,24345,25096,49441
2022,당산,20926,24841,45767
2022,합정,33573,36325,69898
2022,홍대입구,61038,65735,126773
2022,이대,18586,19852,38438
2022,아현,11830,11281,23111
2022,충정로,11097,11902,22999
2022,용답,3343,3523,6866
2022,신설동,3764,3570,7334
2022,양천구청,7713,7971,15684
2022,용두,2672,2699,5371
2022,용두,2838,2773,5611
2022,양천구청,7944,8094,16038
2022,신설동,4152,3941,8093
2022,충정로,11149,11900,23049
2022,아현,12325,11431,23756
2022,이대,19344,19796,39140
2022,홍대입구,71077,80895,151972
2022,용답,3237,2950,6187
2022,교대,38780,44608,83388
2022,강남,93385,92171,185556
2022,삼성,63675,63785,127460
2022,잠실,91463,91438,182901
2022,잠실나루,17075,14800,31875
2022,합정,36568,40633,77201
2022,당산,21003,24927,45930
2022,영등포구청,24637,25493,50130
2022,문래,24478,25260,49738
2022,신도림,55007,56023,111030
2022,대림,26649,27355,54004
2022,구로디지털단지,66811,66768,133579
2022,신대방,28316,27123,55439
2022,신림,64672,61855,126527
2022,봉천,26968,24177,51145
2022,사당,45843,51538,97381
2022,방배,20691,21038,41729
2022,구의,27223,26270,53493
2022,건대입구,41571,45985,87556
2022,성수,43219,47626,90845
2022,한양대,14230,16667,30897
2022,왕십리,20259,16406,36665
2022,상왕십리,16235,15470,31705
2022,신당,16089,16686,32775
2022,시청,27974,26918,54892
2022,용두,1888,1895,3783
2022,양천구청,5218,5265,10483
2022,신설동,4016,3711,7727
2022,용답,2566,2351,4917
2022,충정로,6696,6887,13583
2022,이대,12784,13194,25978
2022,홍대입구,81131,93317,174448
2022,합정,34676,40430,75106
2022,당산,18165,19725,37890
2022,영등포구청,14607,15391,29998
2022,문래,14845,15776,30621
2022,신도림,48679,49219,97898
2022,대림,21502,22459,43961
2022,구로디지털단지,40125,38904,79029
2022,신대방,22637,20805,43442
2022,신림,52330,48875,101205
2022,봉천,19339,17230,36569
2022,사당,37167,42820,79987
2022,방배,11238,11294,22532
2022,교대,19484,22356,41840
2022,강남,60050,60129,120179
2022,삼성,30983,31199,62182
2022,잠실,88521,84715,173236
2022,잠실나루,9656,8712,18368
2022,구의,18950,17876,36826
2022,건대입구,37252,40452,77704
2022,성수,25254,28970,54224
2022,한양대,5952,5994,11946
2022,왕십리,15040,12935,27975
2022,상왕십리,10973,10010,20983
2022,신당,12709,13398,26107
2022,시청,14620,11837,26457
2022,아현,8906,8052,16958
2022,시청,10312,8206,18518
2022,신당,8878,9457,18335
2022,상왕십리,7274,7076,14350
2022,왕십리,10379,9167,19546
2022,한양대,2688,2845,5533
2022,성수,17565,18987,36552
2022,건대입구,26542,28878,55420
2022,구의,11977,11843,23820
2022,잠실나루,5884,5404,11288
2022,잠실,66142,61755,127897
2022,삼성,27775,26652,54427
2022,강남,34302,34233,68535
2022,교대,11031,12150,23181
2022,방배,6825,6957,13782
2022,사당,24191,26357,50548
2022,봉천,12802,12155,24957
2022,신림,36863,35054,71917
2022,신대방,15291,14759,30050
2022,구로디지털단지,26429,25510,51939
2022,대림,15745,16132,31877
2022,신도림,31395,31767,63162
2022,문래,8344,9197,17541
2022,영등포구청,8877,9144,18021
2022,당산,8491,9248,17739
2022,합정,23199,25745,48944
2022,홍대입구,61902,64325,126227
2022,이대,8214,8542,16756
2022,아현,5447,5198,10645
2022,충정로,4186,4449,8635
2022,용답,1769,1634,3403
2022,신설동,2820,2618,5438
2022,양천구청,3290,3384,6674
2022,용두,1015,989,2004
2022,시청,10376,7963,18339
2022,신당,9019,9807,18826
2022,상왕십리,8079,7910,15989
2022,왕십리,10031,8838,18869
2022,한양대,3805,4420,8225
2022,성수,17067,19006,36073
2022,건대입구,26512,27863,54375
2022,구의,12967,12999,25966
2022,잠실나루,5954,5575,11529
2022,잠실,60295,56211,116506
2022,삼성,23374,22485,45859
2022,강남,35743,34488,70231
2022,교대,12018,13646,25664
2022,방배,6896,7216,14112
2022,사당,23163,25510,48673
2022,봉천,13372,13184,26556
2022,신림,35960,35034,70994
2022,신대방,15634,15363,30997
2022,구로디지털단지,27098,26658,53756
2022,대림,14850,15521,30371
2022,신도림,28861,29361,58222
2022,문래,7988,8534,16522
2022,영등포구청,9663,10017,19680
2022,당산,8828,9810,18638
2022,합정,20788,22194,42982
2022,홍대입구,55596,55575,111171
2022,이대,8714,9968,18682
2022,아현,5984,5992,11976
2022,충정로,3917,4183,8100
2022,용답,1814,1855,3669
2022,신설동,2485,2351,4836
2022,양천구청,3516,3552,7068
2022,용두,1425,1389,2814
2022,용답,3361,3533,6894
2022,시청,26497,25845,52342
2022,신당,14943,15259,30202
2022,상왕십리,15532,15059,30591
2022,왕십리,17774,13981,31755
2022,한양대,16567,18361,34928
2022,성수,40539,44165,84704
2022,건대입구,35787,38641,74428
2022,구의,25847,25461,51308
2022,잠실나루,16518,14976,31494
2022,잠실,78421,78658,157079
2022,삼성,55969,57239,113208
2022,강남,84385,81412,165797
2022,교대,37553,42501,80054
2022,방배,21447,22295,43742
2022,사당,40842,44832,85674
2022,봉천,26031,24442,50473
2022,신림,60329,58338,118667
2022,신대방,27099,26618,53717
2022,구로디지털단지,64450,64615,129065
2022,대림,26107,26598,52705
2022,신도림,49669,49289,98958
2022,문래,23793,24289,48082
2022,영등포구청,24236,25073,49309
2022,당산,20155,24066,44221
2022,합정,31315,33328,64643
2022,홍대입구,60584,64011,124595
2022,이대,18496,20444,38940
2022,아현,11462,11022,22484
2022,충정로,11158,11774,22932
2022,신설동,3567,3559,7126
2022,양천구청,7697,7919,15616
2022,용두,2458,2520,4978
2022,시청,27614,26922,54536
2022,상왕십리,15786,15121,30907
2022,왕십리,18300,14732,33032
2022,한양대,15664,17380,33044
2022,성수,41841,45871,87712
2022,건대입구,36223,38326,74549
2022,구의,26214,25592,51806
2022,잠실나루,17180,16906,34086
2022,잠실,78799,78746,157545
2022,삼성,58466,59811,118277
2022,강남,85370,82250,167620
2022,교대,38401,43504,81905
2022,방배,21355,22503,43858
2022,사당,42677,46009,88686
2022,봉천,26142,24440,50582
2022,신림,61935,59507,121442
2022,신대방,27699,27129,54828
2022,구로디지털단지,65597,65806,131403
2022,대림,26142,26867,53009
2022,신도림,53018,52792,105810
2022,문래,24590,24899,49489
2022,영등포구청,24378,25324,49702
2022,당산,20710,24657,45367
2022,합정,32460,34732,67192
2022,홍대입구,60641,65133,125774
2022,이대,18500,20085,38585
2022,아현,11659,11012,22671
2022,충정로,11517,12025,23542
2022,용답,3338,3455,6793
2022,신설동,3672,3623,7295
2022,양천구청,7955,8043,15998
2022,용두,2551,2530,5081
2022,신당,15596,16078,31674
2022,용답,3431,3497,6928
2022,시청,27525,27467,54992
2022,신당,15402,15923,31325
2022,상왕십리,15850,15333,31183
2022,왕십리,18198,14293,32491
2022,한양대,15522,17107,32629
2022,성수,42236,46320,88556
2022,건대입구,36952,39288,76240
2022,구의,26245,25595,51840
2022,잠실나루,16812,16556,33368
2022,잠실,79420,80033,159453
2022,삼성,59054,60782,119836
